Time,seq,stamp.secs,stamp.nsecs,frame_id,can_id,type_col_0,type_col_1,type_col_2,type_col_3,value_0,value_1,value_2,value_3
1610057133.5101955,43167,1608659018,445251739,,182,In_Stddev_Lat,In_Stddev_Long,,,0.8700000047683716,0.8700000047683716,0.0,0.0
1610057133.514568,43172,1608659018,452201889,,103,AXB_HR,,,,0.01269999984651804,0.0,0.0,0.0
1610057133.5157342,43173,1608659018,452335050,,104,AYB_HR,,,,-0.003100000089034438,0.0,0.0,0.0
1610057133.5220056,43174,1608659018,452454899,,105,AZB_HR,,,,1.000499963760376,0.0,0.0,0.0
1610057133.5220664,43174,1608659018,452454899,,105,AZB_HR,,,,1.000499963760376,0.0,0.0,0.0
1610057133.5252662,43176,1608659018,452700036,,107,RXH,RYH,,,-0.029999999329447746,-0.029999999329447746,0.0,0.0
1610057133.5313654,43473,1608659018,552471429,,104,AYB_HR,,,,-0.00279999990016222,0.0,0.0,0.0
1610057133.5350075,43474,1608659018,552545290,,105,AZB_HR,,,,1.0009000301361084,0.0,0.0,0.0
1610057133.53563,43474,1608659018,552545290,,105,AZB_HR,,,,1.0009000301361084,0.0,0.0,0.0
1610057133.5409498,43476,1608659018,552808668,,107,RXH,RYH,,,0.029999999329447746,0.029999999329447746,0.0,0.0
1610057133.5426989,43476,1608659018,552808668,,107,RXH,RYH,,,0.029999999329447746,0.029999999329447746,0.0,0.0
1610057133.544002,43478,1608659018,553037132,,109,AXH,AYH,,,-0.00039999998989515007,-0.00039999998989515007,0.0,0.0
1610057133.5521417,43479,1608659018,553165237,,123,AXH_POI7,AYH_POI7,,,-0.00039999998989515007,-0.00039999998989515007,0.0,0.0
1610057133.5535898,43480,1608659018,553345858,,130,Inv_Path_Radius,Side_Slip_Angle,,,0.0,0.0,0.0,0.0
1610057133.5536191,43481,1608659018,553408902,,140,Sys_Ta,Sys_Temp,Sys_TimeSinceInit,,10000.0,10000.0,10000.0,0.0
1610057133.556159,43482,1608659018,553524303,,141,GPS_Lat,,,,48.45753860473633,0.0,0.0,0.0
1610057133.5606892,43601,1608659018,593359664,,140,Sys_Ta,Sys_Temp,Sys_TimeSinceInit,,10000.0,10000.0,10000.0,0.0
1610057133.5631356,43602,1608659018,593453047,,141,GPS_Lat,,,,48.45753860473633,0.0,0.0,0.0
1610057133.5677536,43603,1608659018,593562398,,142,GPS_Lat_Rel,,,,-5.739999771118164,0.0,0.0,0.0
1610057133.5695312,43604,1608659018,593666918,,143,GPS_Stddev_Lat,GPS_Stddev_Long,,,2.6540000438690186,2.6540000438690186,0.0,0.0
1610057133.5779457,43605,1608659018,593791566,,144,GPS_VXF,GPS_VYF,GPS_VZF,,-0.004999999888241291,-0.004999999888241291,-0.004999999888241291,0.0
1610057133.585288,43606,1608659018,593912471,,145,GPS_Stddev_VXF,GPS_Stddev_VYF,,,0.19900000095367432,0.19900000095367432,0.0,0.0
